1.0000E-61;9.0000E-01;1.0000E-01;7.0027E-01;2.3982E+02;3.0675E-01
 3.0000E-62;9.7000E-01;3.0000E-02;1.3004E+00;2.4323E+02;3.4939E-01
 3.0000E-62;9.7000E-01;3.0000E-02;2.7046E+00;2.6970E+02;3.9804E-01
 1.0000E-61;9.0000E-01;1.0000E-01;1.3026E+00;2.6315E+02;3.3719E-01
 3.0000E-62;9.7000E-01;3.0000E-02;3.0001E-01;2.1472E+02;2.6883E-01
 1.0000E-61;9.0000E-01;1.0000E-01;3.5395E+00;3.0177E+02;3.9657E-01
 9.4783E-63;9.9000E-01;9.4783E-03;3.0001E-01;2.1339E+02;2.6898E-01
 3.0000E-62;9.7000E-01;3.0000E-02;2.3028E+00;2.6388E+02;3.8678E-01
 3.0000E-62;9.7000E-01;3.0000E-02;3.5094E+00;2.7908E+02;4.1644E-01
 3.0000E-62;9.7000E-01;3.0000E-02;1.7010E+00;2.5263E+02;3.6658E-01
 3.0000E-62;9.7000E-01;3.0000E-02;1.0001E-01;2.0799E+02;2.3615E-01
 1.0000E-61;9.0000E-01;1.0000E-01;1.7064E+00;2.7361E+02;3.5219E-01
 1.0000E-61;9.0000E-01;1.0000E-01;2.7220E+00;2.9204E+02;3.7956E-01
 3.0000E-62;9.7000E-01;3.0000E-02;3.0063E+00;2.7351E+02;4.0547E-01
 3.0000E-62;9.7000E-01;3.0000E-02;1.0002E+00;2.3516E+02;3.3278E-01
 1.0000E-61;9.0000E-01;1.0000E-01;2.0102E+00;2.8026E+02;3.6147E-01
 3.0000E-62;9.7000E-01;3.0000E-02;2.0018E+00;2.5877E+02;3.7717E-01
 1.0000E-61;9.0000E-01;1.0000E-01;2.3149E+00;2.8587E+02;3.6968E-01
 9.4783E-63;9.9000E-01;9.4783E-03;1.0001E-01;2.0781E+02;2.3615E-01
 1.0000E-61;9.0000E-01;1.0000E-01;3.0282E+00;2.9607E+02;3.8629E-01
 3.0000E-62;9.7000E-01;3.0000E-02;7.0006E-01;2.2643E+02;3.1143E-01
 1.0000E-61;9.0000E-01;1.0000E-01;3.0002E-01;2.1901E+02;2.6822E-01
 1.0000E-61;9.0000E-01;1.0000E-01;1.0010E+00;2.5284E+02;3.2396E-01
 1.0000E-61;9.0000E-01;1.0000E-01;1.0001E-01;2.0861E+02;2.3616E-01
 9.4783E-63;9.9000E-01;9.4783E-03;7.0003E-01;2.2114E+02;3.1275E-01
 9.4783E-63;9.9000E-01;9.4783E-03;3.5017E+00;2.5841E+02;4.3002E-01
 9.4783E-63;9.9000E-01;9.4783E-03;2.7009E+00;2.5176E+02;4.0888E-01
 9.4783E-63;9.9000E-01;9.4783E-03;2.3006E+00;2.4720E+02;3.9645E-01
 2.4783E-63;9.9700E-01;2.4783E-03;1.0001E-01;2.0775E+02;2.3615E-01
 2.4783E-63;9.9700E-01;2.4783E-03;2.0001E+00;2.3360E+02;3.8951E-01
 2.4783E-63;9.9700E-01;2.4783E-03;1.3001E+00;2.2661E+02;3.5549E-01
 2.4783E-63;9.9700E-01;2.4783E-03;1.7001E+00;2.3094E+02;3.7628E-01
 9.4783E-63;9.9000E-01;9.4783E-03;2.0004E+00;2.4313E+02;3.8585E-01
 2.4783E-63;9.9700E-01;2.4783E-03;7.0002E-01;2.1911E+02;3.1317E-01
 9.4783E-63;9.9000E-01;9.4783E-03;1.3001E+00;2.3210E+02;3.5381E-01
 9.4783E-63;9.9000E-01;9.4783E-03;1.0001E+00;2.2670E+02;3.3554E-01
 4.7831E-64;9.9900E-01;4.7831E-04;1.0001E-01;2.0773E+02;2.3615E-01
 4.7831E-64;9.9900E-01;4.7831E-04;3.0001E-01;2.1279E+02;2.6904E-01
 2.4783E-63;9.9700E-01;2.4783E-03;3.0001E-01;2.1292E+02;2.6903E-01
 9.4783E-63;9.9000E-01;9.4783E-03;3.0012E+00;2.5455E+02;4.1732E-01
 4.7831E-64;9.9900E-01;4.7831E-04;1.0000E+00;2.2189E+02;3.3679E-01
 2.4783E-63;9.9700E-01;2.4783E-03;1.0000E+00;2.2306E+02;3.3651E-01
 2.4783E-63;9.9700E-01;2.4783E-03;3.0002E+00;2.3888E+02;4.2463E-01
 2.4783E-63;9.9700E-01;2.4783E-03;3.5002E+00;2.3852E+02;4.3928E-01
 2.4783E-63;9.9700E-01;2.4783E-03;2.7002E+00;2.3817E+02;4.1508E-01
 4.7831E-64;9.9900E-01;4.7831E-04;7.0002E-01;2.1853E+02;3.1329E-01
 9.4783E-63;9.9000E-01;9.4783E-03;1.7002E+00;2.3869E+02;3.7357E-01
 2.4783E-63;9.9700E-01;2.4783E-03;2.3002E+00;2.3604E+02;4.0117E-01
 4.7831E-64;9.9900E-01;4.7831E-04;1.3000E+00;2.2483E+02;3.5597E-01
 4.7831E-64;9.9900E-01;4.7831E-04;1.7001E+00;2.2812E+02;3.7711E-01
 4.7831E-64;9.9900E-01;4.7831E-04;2.7001E+00;2.3215E+02;4.1702E-01
 4.7831E-64;9.9900E-01;4.7831E-04;2.0001E+00;2.2996E+02;3.9063E-01
 4.7831E-64;9.9900E-01;4.7831E-04;3.0001E+00;2.3178E+02;4.2688E-01
 4.7831E-64;9.9900E-01;4.7831E-04;2.3001E+00;2.3138E+02;4.0265E-01
 4.7831E-64;9.9900E-01;4.7831E-04;3.5001E+00;2.2822E+02;4.4218E-01
 4.9739E-02;9.0000E-01;4.9739E-02;7.0005E-01;2.2493E+02;2.4082E-01
 6.9635E-02;9.0000E-01;2.9843E-02;2.3033E+00;2.6602E+02;2.9916E-01
 6.9635E-02;9.0000E-01;2.9843E-02;1.0001E+00;2.3385E+02;2.5339E-01
 1.0000E-01;9.0000E-01;0.0000E+00;2.3010E+00;2.5293E+02;2.9322E-01
 3.0000E-02;9.7000E-01;0.0000E+00;2.7005E+00;2.4538E+02;3.2893E-01
 4.9739E-02;9.0000E-01;4.9739E-02;2.7090E+00;2.7850E+02;3.1385E-01
 2.0635E-02;9.7000E-01;8.8435E-03;3.5021E+00;2.6100E+02;3.5187E-01
 3.0000E-02;9.7000E-01;0.0000E+00;3.0006E+00;2.4748E+02;3.3554E-01
 1.4739E-02;9.7000E-01;1.4739E-02;2.3011E+00;2.5370E+02;3.3052E-01
 2.9843E-02;9.0000E-01;6.9635E-02;2.7131E+00;2.8403E+02;3.2253E-01
 2.0635E-02;9.7000E-01;8.8435E-03;1.0001E-01;2.0770E+02;1.9840E-01
 6.9635E-02;9.0000E-01;2.9843E-02;1.3004E+00;2.4373E+02;2.6731E-01
 3.0000E-02;9.7000E-01;0.0000E+00;1.0000E+00;2.2128E+02;2.6822E-01
 1.4739E-02;9.7000E-01;1.4739E-02;1.0001E+00;2.2683E+02;2.7819E-01
 3.0000E-02;9.7000E-01;0.0000E+00;7.0001E-01;2.1455E+02;2.4944E-01
 2.9843E-02;9.0000E-01;6.9635E-02;3.0170E+00;2.8810E+02;3.2868E-01
 1.0000E-01;9.0000E-01;0.0000E+00;1.3002E+00;2.3481E+02;2.6197E-01
 8.8435E-03;9.7000E-01;2.0635E-02;1.0001E+00;2.2967E+02;2.8482E-01
 1.0000E-01;9.0000E-01;0.0000E+00;7.0002E-01;2.1749E+02;2.3092E-01
 1.4739E-02;9.7000E-01;1.4739E-02;3.0025E+00;2.6261E+02;3.4790E-01
 2.0635E-02;9.7000E-01;8.8435E-03;3.0001E-01;2.0932E+02;2.1938E-01
 4.9739E-02;9.0000E-01;4.9739E-02;1.3007E+00;2.4879E+02;2.7242E-01
 4.9739E-02;9.0000E-01;4.9739E-02;2.0035E+00;2.6669E+02;2.9676E-01
 3.0000E-02;9.7000E-01;0.0000E+00;1.7001E+00;2.3384E+02;2.9978E-01
 2.9843E-02;9.0000E-01;6.9635E-02;1.0003E+00;2.4200E+02;2.6603E-01
 4.9739E-02;9.0000E-01;4.9739E-02;3.0001E-01;2.0926E+02;2.0787E-01
 8.8435E-03;9.7000E-01;2.0635E-02;7.0003E-01;2.2074E+02;2.6501E-01
 6.6348E-03;9.9000E-01;2.8435E-03;3.0001E-01;2.1091E+02;2.3162E-01
 2.0635E-02;9.7000E-01;8.8435E-03;1.3001E+00;2.3152E+02;2.8896E-01
 3.0000E-02;9.7000E-01;0.0000E+00;1.3001E+00;2.2700E+02;2.8339E-01
 4.9739E-02;9.0000E-01;4.9739E-02;2.3056E+00;2.7215E+02;3.0478E-01
 2.9843E-02;9.0000E-01;6.9635E-02;2.0055E+00;2.7188E+02;3.0487E-01
 8.8435E-03;9.7000E-01;2.0635E-02;3.0039E+00;2.6769E+02;3.5613E-01
 2.0635E-02;9.7000E-01;8.8435E-03;2.3007E+00;2.4905E+02;3.2499E-01
 4.9739E-02;9.0000E-01;4.9739E-02;1.0002E+00;2.3783E+02;2.5844E-01
 4.9739E-02;9.0000E-01;4.9739E-02;1.7020E+00;2.5998E+02;2.8746E-01
 4.9739E-02;9.0000E-01;4.9739E-02;3.0119E+00;2.8257E+02;3.1971E-01
 2.9843E-02;9.0000E-01;6.9635E-02;1.0000E-01;2.0746E+02;1.9371E-01
 8.8435E-03;9.7000E-01;2.0635E-02;3.0001E-01;2.1141E+02;2.2878E-01
 2.9843E-02;9.0000E-01;6.9635E-02;3.5245E+00;2.9381E+02;3.3757E-01
 8.8435E-03;9.7000E-01;2.0635E-02;2.0011E+00;2.5339E+02;3.2888E-01
 2.8435E-03;9.9000E-01;6.6348E-03;3.0001E-01;2.1208E+02;2.4007E-01
 6.9635E-02;9.0000E-01;2.9843E-02;3.0001E-01;2.0766E+02;2.0348E-01
 6.9635E-02;9.0000E-01;2.9843E-02;7.0003E-01;2.2196E+02;2.3596E-01
 1.4739E-02;9.7000E-01;1.4739E-02;2.0007E+00;2.4878E+02;3.2142E-01
 8.8435E-03;9.7000E-01;2.0635E-02;2.3017E+00;2.5849E+02;3.3822E-01
 2.0635E-02;9.7000E-01;8.8435E-03;1.7003E+00;2.3942E+02;3.0567E-01
 2.0635E-02;9.7000E-01;8.8435E-03;2.0004E+00;2.4455E+02;3.1602E-01
 8.8435E-03;9.7000E-01;2.0635E-02;2.7028E+00;2.6409E+02;3.4903E-01
 1.4739E-02;9.7000E-01;1.4739E-02;1.0001E-01;2.0804E+02;2.0206E-01
 2.0635E-02;9.7000E-01;8.8435E-03;2.7011E+00;2.5406E+02;3.3529E-01
 1.0000E-01;9.0000E-01;0.0000E+00;1.7004E+00;2.4314E+02;2.7667E-01
 1.0000E-01;9.0000E-01;0.0000E+00;2.0006E+00;2.4837E+02;2.8562E-01
 6.9635E-02;9.0000E-01;2.9843E-02;1.0000E-01;2.0571E+02;1.8403E-01
 6.9635E-02;9.0000E-01;2.9843E-02;2.0021E+00;2.6076E+02;2.9132E-01
 1.0000E-01;9.0000E-01;0.0000E+00;2.7016E+00;2.5774E+02;3.0177E-01
 1.4739E-02;9.7000E-01;1.4739E-02;2.7018E+00;2.5913E+02;3.4102E-01
 2.9843E-02;9.0000E-01;6.9635E-02;1.7031E+00;2.6518E+02;2.9538E-01
 6.9635E-02;9.0000E-01;2.9843E-02;3.5109E+00;2.8121E+02;3.2168E-01
 4.9739E-02;9.0000E-01;4.9739E-02;1.0000E-01;2.0653E+02;1.8792E-01
 9.4783E-03;9.9000E-01;0.0000E+00;7.0001E-01;2.1527E+02;2.6417E-01
 3.0000E-02;9.7000E-01;0.0000E+00;3.5007E+00;2.4961E+02;3.4511E-01
 3.0000E-02;9.7000E-01;0.0000E+00;2.0002E+00;2.3815E+02;3.0997E-01
 2.9843E-02;9.0000E-01;6.9635E-02;7.0008E-01;2.2850E+02;2.4805E-01
 1.4739E-02;9.7000E-01;1.4739E-02;3.5036E+00;2.6696E+02;3.5797E-01
