3.00E+00;2.82E+02;8.00E-01;1.00E-01;1.00E-01;3.60E-01;3.80E+11;8.09E+10;-2.34E+11;9.82E+10
3.00E+00;2.82E+02;8.68E-01;3.20E-02;1.00E-01;3.60E-01;2.46E+11;-1.10E+11;-1.38E+11;2.39E+11
3.00E+00;2.82E+02;8.68E-01;1.00E-01;3.20E-02;3.60E-01;5.02E+11;2.21E+11;-2.94E+11;1.95E+10
3.00E+00;2.82E+02;8.99E-01;1.00E-01;1.00E-03;3.60E-01;5.83E+11;3.06E+11;-3.33E+11;-2.57E+10
3.00E+00;2.82E+02;9.00E-01;1.00E-01;1.00E-04;3.60E-01;5.86E+11;3.09E+11;-3.34E+11;-2.71E+10
3.00E+00;2.82E+02;9.36E-01;3.20E-02;3.20E-02;3.60E-01;3.85E+11;-7.95E+09;-2.08E+11;2.08E+11
3.00E+00;2.82E+02;9.67E-01;3.20E-02;1.00E-03;3.60E-01;5.01E+11;9.46E+10;-2.64E+11;1.62E+11
3.00E+00;2.82E+02;9.68E-01;3.20E-02;1.00E-04;3.60E-01;5.06E+11;9.86E+10;-2.66E+11;1.60E+11
2.00E+00;2.82E+02;9.68E-01;1.00E-04;3.20E-02;3.60E-01;-2.32E+10;-5.05E+11;-1.95E+09;5.07E+11
3.00E+00;2.82E+02;9.67E-01;1.00E-03;3.20E-02;3.60E-01;2.83E+10;-5.67E+11;-1.98E+10;5.87E+11
2.00E+00;2.82E+02;9.00E-01;1.00E-04;1.00E-01;3.60E-01;-4.57E+10;-5.82E+11;-7.68E+08;5.83E+11
3.00E+00;2.82E+02;9.00E-01;1.00E-04;1.00E-01;3.60E-01;-4.20E+10;-6.46E+11;-7.84E+08;6.47E+11
3.00E+00;2.82E+02;9.68E-01;1.00E-04;3.20E-02;3.60E-01;-2.06E+10;-5.92E+11;-2.05E+09;5.94E+11
3.00E+00;2.82E+02;8.99E-01;1.00E-03;1.00E-01;3.60E-01;-1.98E+10;-6.30E+11;-7.89E+09;6.37E+11
2.00E+00;2.82E+02;8.68E-01;3.20E-02;1.00E-01;3.60E-01;2.47E+11;-1.42E+11;-1.41E+11;2.78E+11
2.00E+00;2.82E+02;9.99E-01;1.00E-03;1.00E-04;3.60E-01;1.53E+11;-3.50E+11;-7.00E+10;4.20E+11
2.00E+00;2.82E+02;9.98E-01;1.00E-03;1.00E-03;3.60E-01;1.40E+11;-3.63E+11;-6.41E+10;4.27E+11
2.00E+00;2.82E+02;8.99E-01;1.00E-03;1.00E-01;3.60E-01;-2.32E+10;-5.72E+11;-7.76E+09;5.80E+11
2.00E+00;2.82E+02;9.00E-01;1.00E-01;1.00E-04;3.60E-01;5.72E+11;3.11E+11;-3.16E+11;-2.70E+10
3.00E+00;2.82E+02;9.98E-01;1.00E-03;1.00E-03;3.60E-01;1.52E+11;-4.39E+11;-7.13E+10;5.11E+11
2.00E+00;2.82E+02;8.00E-01;1.00E-01;1.00E-01;3.60E-01;3.75E+11;1.01E+11;-2.20E+11;8.17E+10
2.00E+00;2.82E+02;8.99E-01;1.00E-01;1.00E-03;3.60E-01;5.70E+11;3.09E+11;-3.15E+11;-2.58E+10
2.00E+00;2.82E+02;9.67E-01;1.00E-03;3.20E-02;3.60E-01;2.43E+10;-4.85E+11;-1.87E+10;5.04E+11
3.00E+00;2.82E+02;9.99E-01;1.00E-04;1.00E-03;3.60E-01;3.36E+10;-5.62E+11;-1.09E+10;5.73E+11
3.00E+00;2.82E+02;9.99E-01;1.00E-03;1.00E-04;3.60E-01;1.62E+11;-4.30E+11;-7.58E+10;5.05E+11
2.00E+00;2.82E+02;8.68E-01;1.00E-01;3.20E-02;3.60E-01;4.94E+11;2.32E+11;-2.78E+11;1.22E+10
3.00E+00;2.82E+02;1.00E+00;1.00E-04;1.00E-04;3.60E-01;3.77E+10;-5.58E+11;-1.21E+10;5.70E+11
2.00E+00;2.82E+02;1.00E+00;1.00E-04;1.00E-04;3.60E-01;3.83E+10;-4.66E+11;-1.08E+10;4.77E+11
2.00E+00;2.82E+02;9.99E-01;1.00E-04;1.00E-03;3.60E-01;3.79E+10;-4.66E+11;-1.15E+10;4.78E+11
2.00E+00;2.82E+02;9.36E-01;3.20E-02;3.20E-02;3.60E-01;3.68E+11;-2.68E+10;-2.01E+11;2.24E+11
1.00E+00;2.82E+02;9.99E-01;1.00E-03;1.00E-04;3.60E-01;1.32E+11;-2.12E+11;-5.67E+10;2.69E+11
1.00E+00;2.82E+02;9.98E-01;1.00E-03;1.00E-03;3.60E-01;1.21E+11;-2.23E+11;-5.20E+10;2.75E+11
1.00E+00;2.82E+02;9.67E-01;1.00E-03;3.20E-02;3.60E-01;1.91E+10;-3.24E+11;-1.66E+10;3.41E+11
2.00E+00;2.82E+02;9.68E-01;3.20E-02;1.00E-04;3.60E-01;4.78E+11;8.47E+10;-2.54E+11;1.65E+11
1.00E+00;2.82E+02;8.68E-01;3.20E-02;1.00E-01;3.60E-01;2.21E+11;-1.29E+11;-1.35E+11;2.63E+11
1.00E+00;2.82E+02;8.00E-01;1.00E-01;1.00E-01;3.60E-01;3.75E+11;1.30E+11;-2.11E+11;6.59E+10
2.00E+00;2.82E+02;9.67E-01;3.20E-02;1.00E-03;3.60E-01;4.74E+11;8.06E+10;-2.52E+11;1.68E+11
1.00E+00;2.82E+02;9.00E-01;1.00E-01;1.00E-04;3.60E-01;5.38E+11;3.03E+11;-2.94E+11;-2.00E+10
1.00E+00;2.82E+02;8.68E-01;1.00E-01;3.20E-02;3.60E-01;4.77E+11;2.38E+11;-2.64E+11;1.29E+10
1.00E+00;2.82E+02;8.99E-01;1.00E-01;1.00E-03;3.60E-01;5.36E+11;3.01E+11;-2.93E+11;-1.89E+10
5.50E-01;2.82E+02;9.98E-01;1.00E-03;1.00E-03;3.60E-01;1.03E+11;-1.35E+11;-4.16E+10;1.76E+11
5.50E-01;2.82E+02;9.99E-01;1.00E-03;1.00E-04;3.60E-01;1.12E+11;-1.27E+11;-4.50E+10;1.72E+11
5.50E-01;2.82E+02;8.00E-01;1.00E-01;1.00E-01;3.60E-01;3.63E+11;1.44E+11;-2.08E+11;5.76E+10
5.50E-01;2.82E+02;8.68E-01;3.20E-02;1.00E-01;3.60E-01;1.90E+11;-6.42E+10;-1.24E+11;1.87E+11
5.50E-01;2.82E+02;9.98E-01;1.00E-03;1.00E-03;3.60E-01;1.03E+11;-1.35E+11;-4.16E+10;1.76E+11
5.50E-01;2.82E+02;8.68E-01;1.00E-01;3.20E-02;3.60E-01;4.39E+11;2.40E+11;-2.47E+11;2.08E+09
5.50E-01;2.82E+02;9.99E-01;1.00E-03;1.00E-04;3.60E-01;1.12E+11;-1.27E+11;-4.50E+10;1.72E+11
